,Académie1,Académie2,Nom,long1,lat1,long2,lat2
0,Aix-Marseille,Aix-Marseille,193,5.78670262752716,44.1013135062133,5.78670262752716,44.1013135062133
1,Aix-Marseille,Amiens,4,5.78670262752716,44.1013135062133,2.80988336305548,49.6427828856657
2,Aix-Marseille,Besançon,3,5.78670262752716,44.1013135062133,6.08505867651095,47.2052520408286
3,Aix-Marseille,Bordeaux,19,5.78670262752716,44.1013135062133,-0.237254828250716,44.3490665017138
4,Aix-Marseille,Caen,4,5.78670262752716,44.1013135062133,-1.16078801480811,49.0701835878103
5,Aix-Marseille,Clermont-Ferrand,6,5.78670262752716,44.1013135062133,3.17719123835589,45.6515024165177
6,Aix-Marseille,Créteil,3,5.78670262752716,44.1013135062133,2.89911093403961,48.6431535988442
7,Aix-Marseille,Dijon,6,5.78670262752716,44.1013135062133,4.1535164667448,47.2450441075065
8,Aix-Marseille,Grenoble,2,5.78670262752716,44.1013135062133,5.5867384436165,45.2179584653975
9,Aix-Marseille,Lille,6,5.78670262752716,44.1013135062133,2.71910196137459,50.4732285471601
10,Aix-Marseille,Limoges,1,5.78670262752716,44.1013135062133,1.71459834990143,45.7724788125689
11,Aix-Marseille,Lyon,25,5.78670262752716,44.1013135062133,4.77038191181417,45.9175837287451
12,Aix-Marseille,Montpellier,32,5.78670262752716,44.1013135062133,3.21486198068568,43.5889298889666
13,Aix-Marseille,Nancy-Metz,9,5.78670262752716,44.1013135062133,6.1447181746994,48.7604596498813
14,Aix-Marseille,Nantes,14,5.78670262752716,44.1013135062133,-0.825644414028282,47.4739605746502
15,Aix-Marseille,Nice,26,5.78670262752716,44.1013135062133,6.60517617833992,43.6486614032651
16,Aix-Marseille,Orléans-Tours,2,5.78670262752716,44.1013135062133,2.3428816623942,48.8566275248383
17,Aix-Marseille,Paris,50,5.78670262752716,44.1013135062133,-0.0836192910729779,46.1596359234449
18,Aix-Marseille,Poitiers,7,5.78670262752716,44.1013135062133,4.54445314105218,48.7305365806798
19,Aix-Marseille,Rennes,9,5.78670262752716,44.1013135062133,1.0110504072641,49.3904811022459
20,Aix-Marseille,Rouen,2,5.78670262752716,44.1013135062133,7.43272506395103,48.3264262603572
21,Aix-Marseille,Strasbourg,19,5.78670262752716,44.1013135062133,1.47912801963556,43.7662580305371
22,Aix-Marseille,Toulouse,20,5.78670262752716,44.1013135062133,2.05145311561618,48.780774599836
23,Aix-Marseille,Versailles,34,5.78670262752716,44.1013135062133,1.68534458610065,47.4804747645919
24,Amiens,Aix-Marseille,3,2.80988336305548,49.6427828856657,5.78670262752716,44.1013135062133
25,Amiens,Amiens,34,2.80988336305548,49.6427828856657,2.80988336305548,49.6427828856657
26,Amiens,Besançon,2,2.80988336305548,49.6427828856657,6.08505867651095,47.2052520408286
27,Amiens,Bordeaux,4,2.80988336305548,49.6427828856657,-0.237254828250716,44.3490665017138
28,Amiens,Caen,3,2.80988336305548,49.6427828856657,-1.16078801480811,49.0701835878103
29,Amiens,Créteil,4,2.80988336305548,49.6427828856657,2.89911093403961,48.6431535988442
30,Amiens,Dijon,2,2.80988336305548,49.6427828856657,4.1535164667448,47.2450441075065
31,Amiens,Lille,5,2.80988336305548,49.6427828856657,2.71910196137459,50.4732285471601
32,Amiens,Limoges,1,2.80988336305548,49.6427828856657,1.71459834990143,45.7724788125689
33,Amiens,Lyon,7,2.80988336305548,49.6427828856657,4.77038191181417,45.9175837287451
34,Amiens,Montpellier,2,2.80988336305548,49.6427828856657,3.21486198068568,43.5889298889666
35,Amiens,Nancy-Metz,5,2.80988336305548,49.6427828856657,6.1447181746994,48.7604596498813
36,Amiens,Nantes,5,2.80988336305548,49.6427828856657,-0.825644414028282,47.4739605746502
37,Amiens,Nice,3,2.80988336305548,49.6427828856657,6.60517617833992,43.6486614032651
38,Amiens,Orléans-Tours,1,2.80988336305548,49.6427828856657,2.3428816623942,48.8566275248383
39,Amiens,Paris,14,2.80988336305548,49.6427828856657,-0.0836192910729779,46.1596359234449
40,Amiens,Poitiers,2,2.80988336305548,49.6427828856657,4.54445314105218,48.7305365806798
41,Amiens,Reims,4,2.80988336305548,49.6427828856657,-2.84094202262397,48.1795679827606
42,Amiens,Rennes,3,2.80988336305548,49.6427828856657,1.0110504072641,49.3904811022459
43,Amiens,Rouen,1,2.80988336305548,49.6427828856657,7.43272506395103,48.3264262603572
44,Amiens,Strasbourg,3,2.80988336305548,49.6427828856657,1.47912801963556,43.7662580305371
45,Amiens,Toulouse,5,2.80988336305548,49.6427828856657,2.05145311561618,48.780774599836
46,Amiens,Versailles,11,2.80988336305548,49.6427828856657,1.68534458610065,47.4804747645919
47,Besançon,Aix-Marseille,3,6.08505867651095,47.2052520408286,5.78670262752716,44.1013135062133
48,Besançon,Besançon,25,6.08505867651095,47.2052520408286,6.08505867651095,47.2052520408286
49,Besançon,Bordeaux,5,6.08505867651095,47.2052520408286,-0.237254828250716,44.3490665017138
50,Besançon,Caen,1,6.08505867651095,47.2052520408286,-1.16078801480811,49.0701835878103
51,Besançon,Clermont-Ferrand,3,6.08505867651095,47.2052520408286,3.17719123835589,45.6515024165177
52,Besançon,Créteil,2,6.08505867651095,47.2052520408286,2.89911093403961,48.6431535988442
53,Besançon,Dijon,8,6.08505867651095,47.2052520408286,4.1535164667448,47.2450441075065
54,Besançon,Grenoble,3,6.08505867651095,47.2052520408286,5.5867384436165,45.2179584653975
55,Besançon,Lille,6,6.08505867651095,47.2052520408286,2.71910196137459,50.4732285471601
56,Besançon,Limoges,2,6.08505867651095,47.2052520408286,1.71459834990143,45.7724788125689
57,Besançon,Lyon,6,6.08505867651095,47.2052520408286,4.77038191181417,45.9175837287451
58,Besançon,Montpellier,5,6.08505867651095,47.2052520408286,3.21486198068568,43.5889298889666
59,Besançon,Nancy-Metz,4,6.08505867651095,47.2052520408286,6.1447181746994,48.7604596498813
60,Besançon,Nantes,1,6.08505867651095,47.2052520408286,-0.825644414028282,47.4739605746502
61,Besançon,Orléans-Tours,2,6.08505867651095,47.2052520408286,2.3428816623942,48.8566275248383
62,Besançon,Paris,5,6.08505867651095,47.2052520408286,-0.0836192910729779,46.1596359234449
63,Besançon,Reims,1,6.08505867651095,47.2052520408286,-2.84094202262397,48.1795679827606
64,Besançon,Rennes,8,6.08505867651095,47.2052520408286,1.0110504072641,49.3904811022459
65,Besançon,Strasbourg,7,6.08505867651095,47.2052520408286,1.47912801963556,43.7662580305371
66,Besançon,Toulouse,4,6.08505867651095,47.2052520408286,2.05145311561618,48.780774599836
67,Besançon,Versailles,8,6.08505867651095,47.2052520408286,1.68534458610065,47.4804747645919
68,Bordeaux,Aix-Marseille,11,-0.237254828250716,44.3490665017138,5.78670262752716,44.1013135062133
69,Bordeaux,Amiens,4,-0.237254828250716,44.3490665017138,2.80988336305548,49.6427828856657
70,Bordeaux,Besançon,1,-0.237254828250716,44.3490665017138,6.08505867651095,47.2052520408286
71,Bordeaux,Bordeaux,219,-0.237254828250716,44.3490665017138,-0.237254828250716,44.3490665017138
72,Bordeaux,Caen,5,-0.237254828250716,44.3490665017138,-1.16078801480811,49.0701835878103
73,Bordeaux,Clermont-Ferrand,6,-0.237254828250716,44.3490665017138,3.17719123835589,45.6515024165177
74,Bordeaux,Créteil,7,-0.237254828250716,44.3490665017138,2.89911093403961,48.6431535988442
75,Bordeaux,Dijon,4,-0.237254828250716,44.3490665017138,4.1535164667448,47.2450441075065
76,Bordeaux,Lille,5,-0.237254828250716,44.3490665017138,2.71910196137459,50.4732285471601
77,Bordeaux,Limoges,3,-0.237254828250716,44.3490665017138,1.71459834990143,45.7724788125689
78,Bordeaux,Lyon,15,-0.237254828250716,44.3490665017138,4.77038191181417,45.9175837287451
79,Bordeaux,Montpellier,16,-0.237254828250716,44.3490665017138,3.21486198068568,43.5889298889666
80,Bordeaux,Nancy-Metz,7,-0.237254828250716,44.3490665017138,6.1447181746994,48.7604596498813
81,Bordeaux,Nantes,6,-0.237254828250716,44.3490665017138,-0.825644414028282,47.4739605746502
82,Bordeaux,Nice,4,-0.237254828250716,44.3490665017138,6.60517617833992,43.6486614032651
83,Bordeaux,Orléans-Tours,1,-0.237254828250716,44.3490665017138,2.3428816623942,48.8566275248383
84,Bordeaux,Paris,25,-0.237254828250716,44.3490665017138,-0.0836192910729779,46.1596359234449
85,Bordeaux,Poitiers,2,-0.237254828250716,44.3490665017138,4.54445314105218,48.7305365806798
86,Bordeaux,Reims,1,-0.237254828250716,44.3490665017138,-2.84094202262397,48.1795679827606
87,Bordeaux,Rennes,11,-0.237254828250716,44.3490665017138,1.0110504072641,49.3904811022459
88,Bordeaux,Rouen,1,-0.237254828250716,44.3490665017138,7.43272506395103,48.3264262603572
89,Bordeaux,Strasbourg,12,-0.237254828250716,44.3490665017138,1.47912801963556,43.7662580305371
90,Bordeaux,Toulouse,12,-0.237254828250716,44.3490665017138,2.05145311561618,48.780774599836
91,Bordeaux,Versailles,11,-0.237254828250716,44.3490665017138,1.68534458610065,47.4804747645919
92,Caen,Aix-Marseille,4,-1.16078801480811,49.0701835878103,5.78670262752716,44.1013135062133
93,Caen,Bordeaux,3,-1.16078801480811,49.0701835878103,-0.237254828250716,44.3490665017138
94,Caen,Caen,46,-1.16078801480811,49.0701835878103,-1.16078801480811,49.0701835878103
95,Caen,Clermont-Ferrand,1,-1.16078801480811,49.0701835878103,3.17719123835589,45.6515024165177
96,Caen,Créteil,4,-1.16078801480811,49.0701835878103,2.89911093403961,48.6431535988442
97,Caen,Dijon,1,-1.16078801480811,49.0701835878103,4.1535164667448,47.2450441075065
98,Caen,Lyon,2,-1.16078801480811,49.0701835878103,4.77038191181417,45.9175837287451
99,Caen,Montpellier,2,-1.16078801480811,49.0701835878103,3.21486198068568,43.5889298889666
100,Caen,Nancy-Metz,5,-1.16078801480811,49.0701835878103,6.1447181746994,48.7604596498813
101,Caen,Nantes,6,-1.16078801480811,49.0701835878103,-0.825644414028282,47.4739605746502
102,Caen,Orléans-Tours,4,-1.16078801480811,49.0701835878103,2.3428816623942,48.8566275248383
103,Caen,Paris,11,-1.16078801480811,49.0701835878103,-0.0836192910729779,46.1596359234449
104,Caen,Poitiers,1,-1.16078801480811,49.0701835878103,4.54445314105218,48.7305365806798
105,Caen,Rennes,9,-1.16078801480811,49.0701835878103,1.0110504072641,49.3904811022459
106,Caen,Rouen,6,-1.16078801480811,49.0701835878103,7.43272506395103,48.3264262603572
107,Caen,Strasbourg,4,-1.16078801480811,49.0701835878103,1.47912801963556,43.7662580305371
108,Caen,Toulouse,3,-1.16078801480811,49.0701835878103,2.05145311561618,48.780774599836
109,Caen,Versailles,12,-1.16078801480811,49.0701835878103,1.68534458610065,47.4804747645919
110,Clermont-Ferrand,Aix-Marseille,3,3.17719123835589,45.6515024165177,5.78670262752716,44.1013135062133
111,Clermont-Ferrand,Amiens,1,3.17719123835589,45.6515024165177,2.80988336305548,49.6427828856657
112,Clermont-Ferrand,Besançon,2,3.17719123835589,45.6515024165177,6.08505867651095,47.2052520408286
113,Clermont-Ferrand,Bordeaux,5,3.17719123835589,45.6515024165177,-0.237254828250716,44.3490665017138
114,Clermont-Ferrand,Caen,3,3.17719123835589,45.6515024165177,-1.16078801480811,49.0701835878103
115,Clermont-Ferrand,Clermont-Ferrand,73,3.17719123835589,45.6515024165177,3.17719123835589,45.6515024165177
116,Clermont-Ferrand,Créteil,4,3.17719123835589,45.6515024165177,2.89911093403961,48.6431535988442
117,Clermont-Ferrand,Dijon,3,3.17719123835589,45.6515024165177,4.1535164667448,47.2450441075065
118,Clermont-Ferrand,Grenoble,2,3.17719123835589,45.6515024165177,5.5867384436165,45.2179584653975
119,Clermont-Ferrand,Lille,4,3.17719123835589,45.6515024165177,2.71910196137459,50.4732285471601
120,Clermont-Ferrand,Limoges,1,3.17719123835589,45.6515024165177,1.71459834990143,45.7724788125689
121,Clermont-Ferrand,Lyon,10,3.17719123835589,45.6515024165177,4.77038191181417,45.9175837287451
122,Clermont-Ferrand,Montpellier,7,3.17719123835589,45.6515024165177,3.21486198068568,43.5889298889666
123,Clermont-Ferrand,Nancy-Metz,1,3.17719123835589,45.6515024165177,6.1447181746994,48.7604596498813
124,Clermont-Ferrand,Nantes,4,3.17719123835589,45.6515024165177,-0.825644414028282,47.4739605746502
125,Clermont-Ferrand,Nice,4,3.17719123835589,45.6515024165177,6.60517617833992,43.6486614032651
126,Clermont-Ferrand,Orléans-Tours,2,3.17719123835589,45.6515024165177,2.3428816623942,48.8566275248383
127,Clermont-Ferrand,Paris,10,3.17719123835589,45.6515024165177,-0.0836192910729779,46.1596359234449
128,Clermont-Ferrand,Poitiers,2,3.17719123835589,45.6515024165177,4.54445314105218,48.7305365806798
129,Clermont-Ferrand,Rennes,2,3.17719123835589,45.6515024165177,1.0110504072641,49.3904811022459
130,Clermont-Ferrand,Rouen,2,3.17719123835589,45.6515024165177,7.43272506395103,48.3264262603572
131,Clermont-Ferrand,Strasbourg,7,3.17719123835589,45.6515024165177,1.47912801963556,43.7662580305371
132,Clermont-Ferrand,Toulouse,2,3.17719123835589,45.6515024165177,2.05145311561618,48.780774599836
133,Clermont-Ferrand,Versailles,13,3.17719123835589,45.6515024165177,1.68534458610065,47.4804747645919
134,Créteil,Aix-Marseille,8,2.89911093403961,48.6431535988442,5.78670262752716,44.1013135062133
135,Créteil,Amiens,2,2.89911093403961,48.6431535988442,2.80988336305548,49.6427828856657
136,Créteil,Bordeaux,12,2.89911093403961,48.6431535988442,-0.237254828250716,44.3490665017138
137,Créteil,Caen,1,2.89911093403961,48.6431535988442,-1.16078801480811,49.0701835878103
138,Créteil,Clermont-Ferrand,4,2.89911093403961,48.6431535988442,3.17719123835589,45.6515024165177
139,Créteil,Créteil,95,2.89911093403961,48.6431535988442,2.89911093403961,48.6431535988442
140,Créteil,Dijon,1,2.89911093403961,48.6431535988442,4.1535164667448,47.2450441075065
141,Créteil,Grenoble,4,2.89911093403961,48.6431535988442,5.5867384436165,45.2179584653975
142,Créteil,Lille,6,2.89911093403961,48.6431535988442,2.71910196137459,50.4732285471601
143,Créteil,Limoges,1,2.89911093403961,48.6431535988442,1.71459834990143,45.7724788125689
144,Créteil,Lyon,15,2.89911093403961,48.6431535988442,4.77038191181417,45.9175837287451
145,Créteil,Montpellier,10,2.89911093403961,48.6431535988442,3.21486198068568,43.5889298889666
146,Créteil,Nancy-Metz,7,2.89911093403961,48.6431535988442,6.1447181746994,48.7604596498813
147,Créteil,Nantes,7,2.89911093403961,48.6431535988442,-0.825644414028282,47.4739605746502
148,Créteil,Nice,2,2.89911093403961,48.6431535988442,6.60517617833992,43.6486614032651
149,Créteil,Orléans-Tours,6,2.89911093403961,48.6431535988442,2.3428816623942,48.8566275248383
150,Créteil,Paris,57,2.89911093403961,48.6431535988442,-0.0836192910729779,46.1596359234449
151,Créteil,Poitiers,2,2.89911093403961,48.6431535988442,4.54445314105218,48.7305365806798
152,Créteil,Rennes,9,2.89911093403961,48.6431535988442,1.0110504072641,49.3904811022459
153,Créteil,Rouen,4,2.89911093403961,48.6431535988442,7.43272506395103,48.3264262603572
154,Créteil,Strasbourg,9,2.89911093403961,48.6431535988442,1.47912801963556,43.7662580305371
155,Créteil,Toulouse,10,2.89911093403961,48.6431535988442,2.05145311561618,48.780774599836
156,Créteil,Versailles,39,2.89911093403961,48.6431535988442,1.68534458610065,47.4804747645919
157,Dijon,Aix-Marseille,3,4.1535164667448,47.2450441075065,5.78670262752716,44.1013135062133
158,Dijon,Amiens,1,4.1535164667448,47.2450441075065,2.80988336305548,49.6427828856657
159,Dijon,Besançon,5,4.1535164667448,47.2450441075065,6.08505867651095,47.2052520408286
160,Dijon,Bordeaux,3,4.1535164667448,47.2450441075065,-0.237254828250716,44.3490665017138
161,Dijon,Caen,2,4.1535164667448,47.2450441075065,-1.16078801480811,49.0701835878103
162,Dijon,Clermont-Ferrand,4,4.1535164667448,47.2450441075065,3.17719123835589,45.6515024165177
163,Dijon,Dijon,40,4.1535164667448,47.2450441075065,4.1535164667448,47.2450441075065
164,Dijon,Lille,3,4.1535164667448,47.2450441075065,2.71910196137459,50.4732285471601
165,Dijon,Lyon,8,4.1535164667448,47.2450441075065,4.77038191181417,45.9175837287451
166,Dijon,Montpellier,6,4.1535164667448,47.2450441075065,3.21486198068568,43.5889298889666
167,Dijon,Nancy-Metz,4,4.1535164667448,47.2450441075065,6.1447181746994,48.7604596498813
168,Dijon,Nantes,8,4.1535164667448,47.2450441075065,-0.825644414028282,47.4739605746502
169,Dijon,Nice,1,4.1535164667448,47.2450441075065,6.60517617833992,43.6486614032651
170,Dijon,Orléans-Tours,6,4.1535164667448,47.2450441075065,2.3428816623942,48.8566275248383
171,Dijon,Paris,12,4.1535164667448,47.2450441075065,-0.0836192910729779,46.1596359234449
172,Dijon,Poitiers,3,4.1535164667448,47.2450441075065,4.54445314105218,48.7305365806798
173,Dijon,Rennes,2,4.1535164667448,47.2450441075065,1.0110504072641,49.3904811022459
174,Dijon,Rouen,1,4.1535164667448,47.2450441075065,7.43272506395103,48.3264262603572
175,Dijon,Strasbourg,11,4.1535164667448,47.2450441075065,1.47912801963556,43.7662580305371
176,Dijon,Toulouse,6,4.1535164667448,47.2450441075065,2.05145311561618,48.780774599836
177,Dijon,Versailles,10,4.1535164667448,47.2450441075065,1.68534458610065,47.4804747645919
178,Grenoble,Aix-Marseille,6,5.5867384436165,45.2179584653975,5.78670262752716,44.1013135062133
179,Grenoble,Bordeaux,3,5.5867384436165,45.2179584653975,-0.237254828250716,44.3490665017138
180,Grenoble,Caen,2,5.5867384436165,45.2179584653975,-1.16078801480811,49.0701835878103
181,Grenoble,Clermont-Ferrand,4,5.5867384436165,45.2179584653975,3.17719123835589,45.6515024165177
182,Grenoble,Créteil,5,5.5867384436165,45.2179584653975,2.89911093403961,48.6431535988442
183,Grenoble,Dijon,2,5.5867384436165,45.2179584653975,4.1535164667448,47.2450441075065
184,Grenoble,Grenoble,31,5.5867384436165,45.2179584653975,5.5867384436165,45.2179584653975
185,Grenoble,Lille,6,5.5867384436165,45.2179584653975,2.71910196137459,50.4732285471601
186,Grenoble,Lyon,9,5.5867384436165,45.2179584653975,4.77038191181417,45.9175837287451
187,Grenoble,Montpellier,1,5.5867384436165,45.2179584653975,3.21486198068568,43.5889298889666
188,Grenoble,Nancy-Metz,3,5.5867384436165,45.2179584653975,6.1447181746994,48.7604596498813
189,Grenoble,Nantes,2,5.5867384436165,45.2179584653975,-0.825644414028282,47.4739605746502
190,Grenoble,Nice,3,5.5867384436165,45.2179584653975,6.60517617833992,43.6486614032651
191,Grenoble,Orléans-Tours,2,5.5867384436165,45.2179584653975,2.3428816623942,48.8566275248383
192,Grenoble,Paris,6,5.5867384436165,45.2179584653975,-0.0836192910729779,46.1596359234449
193,Grenoble,Rennes,3,5.5867384436165,45.2179584653975,1.0110504072641,49.3904811022459
194,Grenoble,Rouen,3,5.5867384436165,45.2179584653975,7.43272506395103,48.3264262603572
195,Grenoble,Strasbourg,9,5.5867384436165,45.2179584653975,1.47912801963556,43.7662580305371
196,Grenoble,Toulouse,3,5.5867384436165,45.2179584653975,2.05145311561618,48.780774599836
197,Grenoble,Versailles,5,5.5867384436165,45.2179584653975,1.68534458610065,47.4804747645919
198,Lille,Aix-Marseille,10,2.71910196137459,50.4732285471601,5.78670262752716,44.1013135062133
199,Lille,Amiens,7,2.71910196137459,50.4732285471601,2.80988336305548,49.6427828856657
200,Lille,Besançon,3,2.71910196137459,50.4732285471601,6.08505867651095,47.2052520408286
201,Lille,Bordeaux,13,2.71910196137459,50.4732285471601,-0.237254828250716,44.3490665017138
202,Lille,Caen,5,2.71910196137459,50.4732285471601,-1.16078801480811,49.0701835878103
203,Lille,Clermont-Ferrand,6,2.71910196137459,50.4732285471601,3.17719123835589,45.6515024165177
204,Lille,Créteil,7,2.71910196137459,50.4732285471601,2.89911093403961,48.6431535988442
205,Lille,Dijon,5,2.71910196137459,50.4732285471601,4.1535164667448,47.2450441075065
206,Lille,Grenoble,5,2.71910196137459,50.4732285471601,5.5867384436165,45.2179584653975
207,Lille,Lille,217,2.71910196137459,50.4732285471601,2.71910196137459,50.4732285471601
208,Lille,Lyon,12,2.71910196137459,50.4732285471601,4.77038191181417,45.9175837287451
209,Lille,Montpellier,13,2.71910196137459,50.4732285471601,3.21486198068568,43.5889298889666
210,Lille,Nancy-Metz,10,2.71910196137459,50.4732285471601,6.1447181746994,48.7604596498813
211,Lille,Nantes,11,2.71910196137459,50.4732285471601,-0.825644414028282,47.4739605746502
212,Lille,Nice,3,2.71910196137459,50.4732285471601,6.60517617833992,43.6486614032651
213,Lille,Orléans-Tours,7,2.71910196137459,50.4732285471601,2.3428816623942,48.8566275248383
214,Lille,Paris,31,2.71910196137459,50.4732285471601,-0.0836192910729779,46.1596359234449
215,Lille,Poitiers,2,2.71910196137459,50.4732285471601,4.54445314105218,48.7305365806798
216,Lille,Rennes,4,2.71910196137459,50.4732285471601,1.0110504072641,49.3904811022459
217,Lille,Rouen,5,2.71910196137459,50.4732285471601,7.43272506395103,48.3264262603572
218,Lille,Strasbourg,9,2.71910196137459,50.4732285471601,1.47912801963556,43.7662580305371
219,Lille,Toulouse,12,2.71910196137459,50.4732285471601,2.05145311561618,48.780774599836
220,Lille,Versailles,15,2.71910196137459,50.4732285471601,1.68534458610065,47.4804747645919
221,Limoges,Aix-Marseille,2,1.71459834990143,45.7724788125689,5.78670262752716,44.1013135062133
222,Limoges,Bordeaux,7,1.71459834990143,45.7724788125689,-0.237254828250716,44.3490665017138
223,Limoges,Clermont-Ferrand,1,1.71459834990143,45.7724788125689,3.17719123835589,45.6515024165177
224,Limoges,Créteil,1,1.71459834990143,45.7724788125689,2.89911093403961,48.6431535988442
225,Limoges,Lille,2,1.71459834990143,45.7724788125689,2.71910196137459,50.4732285471601
226,Limoges,Limoges,33,1.71459834990143,45.7724788125689,1.71459834990143,45.7724788125689
227,Limoges,Lyon,1,1.71459834990143,45.7724788125689,4.77038191181417,45.9175837287451
228,Limoges,Montpellier,2,1.71459834990143,45.7724788125689,3.21486198068568,43.5889298889666
229,Limoges,Nancy-Metz,2,1.71459834990143,45.7724788125689,6.1447181746994,48.7604596498813
230,Limoges,Nantes,2,1.71459834990143,45.7724788125689,-0.825644414028282,47.4739605746502
231,Limoges,Nice,3,1.71459834990143,45.7724788125689,6.60517617833992,43.6486614032651
232,Limoges,Paris,3,1.71459834990143,45.7724788125689,-0.0836192910729779,46.1596359234449
233,Limoges,Poitiers,3,1.71459834990143,45.7724788125689,4.54445314105218,48.7305365806798
234,Limoges,Rennes,1,1.71459834990143,45.7724788125689,1.0110504072641,49.3904811022459
235,Limoges,Toulouse,2,1.71459834990143,45.7724788125689,2.05145311561618,48.780774599836
236,Limoges,Versailles,2,1.71459834990143,45.7724788125689,1.68534458610065,47.4804747645919
237,Lyon,Aix-Marseille,21,4.77038191181417,45.9175837287451,5.78670262752716,44.1013135062133
238,Lyon,Amiens,5,4.77038191181417,45.9175837287451,2.80988336305548,49.6427828856657
239,Lyon,Besançon,6,4.77038191181417,45.9175837287451,6.08505867651095,47.2052520408286
240,Lyon,Bordeaux,19,4.77038191181417,45.9175837287451,-0.237254828250716,44.3490665017138
241,Lyon,Caen,6,4.77038191181417,45.9175837287451,-1.16078801480811,49.0701835878103
242,Lyon,Clermont-Ferrand,17,4.77038191181417,45.9175837287451,3.17719123835589,45.6515024165177
243,Lyon,Créteil,16,4.77038191181417,45.9175837287451,2.89911093403961,48.6431535988442
244,Lyon,Dijon,10,4.77038191181417,45.9175837287451,4.1535164667448,47.2450441075065
245,Lyon,Grenoble,7,4.77038191181417,45.9175837287451,5.5867384436165,45.2179584653975
246,Lyon,Lille,16,4.77038191181417,45.9175837287451,2.71910196137459,50.4732285471601
247,Lyon,Limoges,2,4.77038191181417,45.9175837287451,1.71459834990143,45.7724788125689
248,Lyon,Lyon,290,4.77038191181417,45.9175837287451,4.77038191181417,45.9175837287451
249,Lyon,Montpellier,20,4.77038191181417,45.9175837287451,3.21486198068568,43.5889298889666
250,Lyon,Nancy-Metz,15,4.77038191181417,45.9175837287451,6.1447181746994,48.7604596498813
251,Lyon,Nantes,18,4.77038191181417,45.9175837287451,-0.825644414028282,47.4739605746502
252,Lyon,Nice,7,4.77038191181417,45.9175837287451,6.60517617833992,43.6486614032651
253,Lyon,Orléans-Tours,10,4.77038191181417,45.9175837287451,2.3428816623942,48.8566275248383
254,Lyon,Paris,77,4.77038191181417,45.9175837287451,-0.0836192910729779,46.1596359234449
255,Lyon,Poitiers,5,4.77038191181417,45.9175837287451,4.54445314105218,48.7305365806798
256,Lyon,Rennes,11,4.77038191181417,45.9175837287451,1.0110504072641,49.3904811022459
257,Lyon,Rouen,2,4.77038191181417,45.9175837287451,7.43272506395103,48.3264262603572
258,Lyon,Strasbourg,135,4.77038191181417,45.9175837287451,1.47912801963556,43.7662580305371
259,Lyon,Toulouse,26,4.77038191181417,45.9175837287451,2.05145311561618,48.780774599836
260,Lyon,Versailles,39,4.77038191181417,45.9175837287451,1.68534458610065,47.4804747645919
261,Montpellier,Aix-Marseille,20,3.21486198068568,43.5889298889666,5.78670262752716,44.1013135062133
262,Montpellier,Amiens,2,3.21486198068568,43.5889298889666,2.80988336305548,49.6427828856657
263,Montpellier,Besançon,2,3.21486198068568,43.5889298889666,6.08505867651095,47.2052520408286
264,Montpellier,Bordeaux,17,3.21486198068568,43.5889298889666,-0.237254828250716,44.3490665017138
265,Montpellier,Caen,3,3.21486198068568,43.5889298889666,-1.16078801480811,49.0701835878103
266,Montpellier,Clermont-Ferrand,9,3.21486198068568,43.5889298889666,3.17719123835589,45.6515024165177
